GRID_ID,MEAN,WFE_CAT,WRTC_HU_RISK_MEAN,WRTC_HU_MEAN,WRTC_HU_EXPOSURE_MEAN,WRTC_HU_DENSITY_MEAN,EVT_MAJORITY,EVT_1,EVT_2,EVT_3,EVT_1_NAME,EVT_2_NAME,EVT_3_NAME,EVT_1_PCT,EVT_2_PCT,EVT_3_PCT,PADUS_FRAC,BPS_MAJORITY,BPS_FRI,BPS_FRG,FIRE_DEP_HEX,FDIST_FUEL_DELTA,ACTION_CLASS,TREATMENT_HINT,SCORE_PEOPLE,SCORE_PLANTATION,SCORE_PAD,SCORE_BALANCED,GOLDILOCKS_5,GOLDILOCKS_10,GOLDILOCKS_15,GOLDILOCKS_PRIORITY,PLANTATION_HEX,PEAT_HEX,PINE_HEX,EVT_NAME,EVT_FIRE,FDIST_FUEL_ADD,PEOPLE_CAT
N-12,0.0077481698599946,Very Low,246.7918215613384,246.7918215613384,7.482659402723052e-06,0.3814286414668812,7292.0,7292.0,7301.0,9089.0,Open Water,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,98.0,0.61,0.46,0.0004398611993548,11.0,,-9999,0,0.0,defer_monitor,,123.3978478,49.36030135,49.36030135,74.03948351,0,0,0,0,0,0,0,Open Water,0.0,0,Very High
CQ-84,0.0401914415474257,Very Low,6.931398587808509,6.931398587808509,2.6810259178901585e-07,3.7077627600924528,7974.0,7974.0,7481.0,7975.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Close Grown Crop,33.05,28.18,8.25,0.0,1561.0,2040.0,V-B,0,0.0,defer_monitor,,3.475747154,1.396327578,1.396327578,2.089467437,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Very Low
BM-77,0.0567988857400327,Very Low,3.760989380293043,3.760989380293043,1.4156547810572964e-07,1.1195144724556558,7302.0,7302.0,7481.0,7974.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Row Crop,34.75,19.63,11.78,0.0103152372059934,1561.0,2040.0,V-B,0,0.0,defer_monitor,,1.894694412,0.7663975975,0.7663975975,1.142496536,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
DE-99,0.0113894950963331,Very Low,1.614164175672567,1.614164175672567,6.350973303091223e-08,3.94648318042814,7974.0,7974.0,7481.0,7975.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Close Grown Crop,55.12,9.02,8.46,0.0,1561.0,2040.0,V-B,0,0.0,defer_monitor,,0.8099294616,0.3256802089,0.3256802089,0.4870966265,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Very Low
BE-67,0.1872333622965351,Very Low,23.1821489726027,23.1821489726027,7.954440139498178e-07,3.844026499488716,7302.0,7302.0,7292.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,64.19,5.82,5.39,0.7933617891601054,1588.0,2040.0,V-B,0,-0.0691165355030897,defer_monitor,,11.43679029,4.602315836,4.602315836,6.880473988,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
BO-50,0.1560882644079685,Very Low,25.05168966206765,25.05168966206765,8.445294447793829e-07,22.68961775585698,7302.0,7302.0,7481.0,7292.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Open Water,29.56,15.43,11.34,0.0084833538840937,1588.0,2040.0,V-B,0,0.0129716399506782,defer_monitor,,12.64636036,5.082109238,5.082109238,7.60352628,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
CN-89,0.0621798032834996,Very Low,43.1877133105802,43.1877133105802,1.2926155022893588e-06,3.252186588921282,9315.0,9315.0,9178.0,7977.0,Northern & Central Native Ruderal Forest,North-Central Interior and Appalachian Rich Swamp,Eastern Cool Temperate Pasture and Hayland,20.55,13.56,11.66,0.0,2726.0,34.0,I-C,1,0.0,defer_monitor,,21.60940161,8.653087613,8.653087613,12.97185894,0,0,0,0,0,0,0,Northern & Central Native Ruderal Forest,0.0,0,High
CS-56,0.3477606998633732,Low,43.4036764705882,43.4036764705882,1.4983172143443283e-06,0.7758413728715543,7302.0,7302.0,9056.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,34.35,18.69,15.56,0.088961010092029,1614.0,2040.0,V-B,0,0.1096563375272308,defer_monitor,,22.98341723,9.248391059,9.248391059,13.82673312,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
EC-86,0.2756154996660706,Low,66.75212759626244,66.75212759626244,2.181353930039173e-06,10.6220265299297,7302.0,7302.0,7238.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Northern Oak Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,29.38,15.29,8.8,0.3468286701594026,1622.0,48.0,III-A,1,0.1610076914502273,defer_monitor,,36.13741619,14.49963702,14.49963702,21.71223008,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
EQ-79,0.3636692064619989,Low,264.8803850782183,264.8803850782183,7.823527892172005e-06,1.788243925212869,7481.0,7481.0,7301.0,9112.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian Jack Pine-Red Pine Forest,22.76,16.66,13.27,0.0,1628.0,4.0,I-A,1,-0.1487294635512774,defer_monitor,,127.6032896,51.09383792,51.09383792,76.59698849,0,0,0,0,0,0,1,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Very High
BO-75,0.0551341958780222,Very Low,3.6779773052770697,3.6779773052770697,1.3508612622334385e-07,1.4578720377039611,7974.0,7974.0,7302.0,7481.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,30.56,24.8,12.14,0.1255391045307018,1562.0,2040.0,V-B,0,-0.0173625005557779,defer_monitor,,1.844730012,0.7461262367,0.7461262367,1.112327495,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Very Low
AU-77,0.11980095912353,Very Low,16.381305738988395,16.381305738988395,6.478557073476728e-07,7.1819370239854665,7974.0,7974.0,7977.0,7310.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Pasture and Hayland,North-Central Interior Dry-Mesic Oak Forest and Woodland,36.46,18.62,8.1,0.1611344776628393,1590.0,13.0,I-B,1,-0.0891781289075827,defer_monitor,,8.037328608,3.232500951,3.232500951,4.83411017,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Low
AW-39,0.3491680835554347,Low,262.3402733964245,262.3402733964245,9.423505972517932e-06,24.32463375052806,9056.0,9056.0,7301.0,7302.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Northern Hardwoods Forest,20.38,15.83,14.54,0.453193428628593,1598.0,76.0,III-A,1,-0.0486405975590781,wetlands_assess_locally,,129.6613188,51.91626583,51.91626583,77.83128348,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Very High
AB-48,0.1642319612318321,Very Low,0.0,0.0,0.0,0.0,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,62.37,12.82,12.13,0.4191583487095114,1598.0,76.0,III-A,1,-0.0087366338394504,defer_monitor,,0.04096831315,0.04096831315,0.04096831315,0.04096831315,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
CN-53,0.4909102156932227,Moderate,104.80851063829785,104.80851063829785,3.735609229903621e-06,0.0487273535622984,7302.0,7302.0,9112.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian Jack Pine-Red Pine Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,21.49,19.8,10.41,0.9107480271201538,1623.0,253.0,V-A,0,-0.0556852284094698,defer_monitor,,51.79573861,20.79090686,20.79090686,31.12585078,0,0,0,0,0,0,1,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
CF-66,0.3952363928346226,Low,22.062682215743443,22.062682215743443,7.820644067384502e-07,12.316683338890808,7302.0,7302.0,7239.0,7292.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Northern Pine-(Oak) Forest,Open Water,23.89,13.12,12.72,0.4152050683561167,2726.0,34.0,I-C,1,-0.0774480382349673,ecosystem_health_focus,,10.91464813,4.423996826,4.423996826,6.587547261,0,0,0,0,0,0,1,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
P-30,0.0,Very Low,0.0,0.0,0.0,0.0,7292.0,7292.0,,,Open Water,,,100.0,,,0.0,11.0,,-9999,0,0.0,defer_monitor,,0,0,0,0,0,0,0,0,0,0,0,Open Water,0.0,0,Very Low
FG-77,0.1907265772775951,Very Low,69.56695214790662,69.56695214790662,2.579478603495314e-06,5.67244675648043,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,40.98,14.01,9.48,0.4415543995375918,1614.0,2040.0,V-B,0,0.2736205593348444,defer_monitor,,39.59641815,15.87109025,15.87109025,23.77953288,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,1,High
EO-96,0.1924809503081322,Very Low,48.36844409421248,48.36844409421248,1.7423487281676217e-06,14.785541204454956,7481.0,7481.0,7301.0,7974.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Eastern Cool Temperate Row Crop,19.68,18.24,6.48,0.033546006269035,1622.0,48.0,III-A,1,-0.0054909632527843,defer_monitor,,24.19907756,9.708463532,9.708463532,14.53866821,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,High
BV-64,0.3314376180392124,Low,13.423700560691024,13.423700560691024,4.7507922474680013e-07,2.141000200664443,7481.0,7481.0,7302.0,9056.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,27.47,22.23,12.13,0.7357472520122182,1569.0,154.0,III-B,0,-0.0322400838331363,defer_monitor,,6.739944182,2.745292607,2.745292607,4.076843132,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Low
EP-65,0.1586443449120622,Very Low,7.016864387066731,7.016864387066731,2.5100916350314604e-07,2.267472879245942,7302.0,7302.0,7301.0,9312.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Northeastern North American Temperate Forest Plantation,66.09,6.91,5.8,0.0,1614.0,2040.0,V-B,0,0.0045794060110261,defer_monitor,,3.55621736,1.446338083,1.446338083,2.149631175,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
CB-82,0.0478524797544123,Very Low,8.69533341833483,8.69533341833483,3.4098501147989974e-07,3.7946204290319,7974.0,7974.0,7302.0,7975.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Close Grown Crop,32.77,28.91,9.28,0.0,1561.0,2040.0,V-B,0,-4.445926419917746e-05,defer_monitor,,4.359581373,1.751010341,1.751010341,2.620534018,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Low
CQ-43,0.1313619168860109,Very Low,86.09964473016419,86.09964473016419,3.3621008095201937e-06,94.53818778324565,7302.0,7302.0,7299.0,7296.0,Laurentian-Acadian Northern Hardwoods Forest,Developed-Roads,Developed-Low Intensity,38.5,14.02,5.05,0.0,1615.0,2040.0,V-B,0,0.0,defer_monitor,,43.08266284,17.25276943,17.25276943,25.8627339,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
EE-98,0.1117224010211707,Very Low,53.70138155393133,53.70138155393133,1.704608088839329e-06,11.514772904115157,7975.0,7975.0,7974.0,7302.0,Eastern Cool Temperate Close Grown Crop,Eastern Cool Temperate Row Crop,Laurentian-Acadian Northern Hardwoods Forest,18.92,17.34,16.29,0.0349925524110178,1614.0,2040.0,V-B,0,-0.0064916297992485,defer_monitor,,26.83499986,10.75073111,10.75073111,16.11215403,0,0,0,0,0,0,0,Eastern Cool Temperate Close Grown Crop,0.0,0,High
FC-72,0.2048996894252713,Low,20.31565419095985,20.31565419095985,7.803186136060556e-07,5.14274598728382,7481.0,7481.0,7302.0,7301.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,26.36,12.95,8.56,0.0635809879507362,1614.0,2040.0,V-B,0,0.2398514961540148,defer_monitor,,11.43338022,4.607772953,4.607772953,6.882975375,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Moderate
EQ-58,0.1333140458524553,Very Low,119.0936055469955,119.0936055469955,4.053938345354682e-06,22.119071850193325,7481.0,7481.0,7466.0,7292.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Great Lakes Wooded Dune and Swale,Open Water,39.64,12.1,11.25,0.5330755139426031,1639.0,989.0,V-B,0,0.0,defer_monitor,,59.58013128,23.85204962,23.85204962,35.76141018,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Very High
Y-68,0.0316619924545442,Very Low,49.35608552631571,49.35608552631571,1.9950594829042326e-06,2.196428571428568,7974.0,7974.0,7977.0,9817.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Pasture and Hayland,Northern & Central Ruderal Meadow,54.38,16.14,5.51,0.0,1590.0,13.0,I-B,1,0.0,defer_monitor,,24.68595826,9.879132603,9.879132603,14.81474116,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,High
DI-88,0.0322444377006149,Very Low,2.0978682170542657,2.0978682170542657,9.427295845257688e-08,3.2053200332501937,7974.0,7974.0,7975.0,7977.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Close Grown Crop,Eastern Cool Temperate Pasture and Hayland,38.04,18.2,12.09,0.0125380991964533,1561.0,2040.0,V-B,0,0.0,defer_monitor,,1.056995218,0.4276347528,0.4276347528,0.6374215745,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Very Low
CI-68,0.4075628230426293,Moderate,22.63547519002872,22.63547519002872,8.016400225196357e-07,21.783273681168577,9056.0,9056.0,7302.0,7292.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Hardwoods Forest,Open Water,25.97,13.72,9.61,0.0003334593068492,2726.0,34.0,I-C,1,0.0082475601894048,wetlands_assess_locally,,11.46672034,4.648074663,4.648074663,6.920956554,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Moderate
CT-65,0.1553881868961535,Very Low,11.521685559388873,11.521685559388873,4.231936006861764e-07,1.1792677233621602,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,41.5,20.69,18.84,0.7334326301047047,1561.0,2040.0,V-B,0,-0.0203410177178045,defer_monitor,,5.770196928,2.331268471,2.331268471,3.477577957,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
FJ-80,0.6919890398495154,High,471.9935822637103,471.9935822637103,1.5881279686507013e-05,1.7963498132669435,7362.0,7362.0,9112.0,9312.0,Laurentian-Acadian Northern Pine Forest,Laurentian Jack Pine-Red Pine Forest,Northeastern North American Temperate Forest Plantation,21.09,18.72,14.29,0.4508714209496716,1628.0,4.0,I-A,1,0.0521074159701226,treat_fire_risk_for_people,fuels_reduction_home_hardening,242.3228871,97.03565753,97.03565753,145.464734,0,0,1,1,0,0,1,Laurentian-Acadian Northern Pine Forest,1.0,0,Very High
CY-77,0.0694675254636547,Very Low,14.205362452024511,14.205362452024511,5.695834634113799e-07,6.639166777822215,7974.0,7974.0,7481.0,7975.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Close Grown Crop,32.16,18.02,11.57,0.0,1561.0,2040.0,V-B,0,0.007469654528478,defer_monitor,,7.146640257,2.869115149,2.869115149,4.294956852,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Low
EV-54,0.1324093440617477,Very Low,210.6396298848314,210.6396298848314,9.229229879761356e-06,2.853699940227124,7481.0,7481.0,7977.0,7302.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Pasture and Hayland,Laurentian-Acadian Northern Hardwoods Forest,32.9,22.2,13.72,0.3320741183502674,1624.0,523.0,V-B,0,0.0025821876867901,defer_monitor,,105.4889378,42.21546216,42.21546216,63.3066207,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Very High
CM-60,0.140658602751522,Very Low,9.357280891212891,9.357280891212891,3.528894999849556e-07,4.060357476323883,7302.0,7302.0,7292.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,57.87,15.04,4.4,0.1455915699613164,1561.0,2040.0,V-B,0,0.0039349072962518,defer_monitor,,4.723079289,1.910372017,1.910372017,2.847941108,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
CV-70,0.1202371323696684,Very Low,6.105857230018305,6.105857230018305,2.2787985913015746e-07,0.7126311577449754,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,64.08,11.48,8.79,0.824848835141372,1561.0,2040.0,V-B,0,0.0189178374533168,defer_monitor,,3.11214963,1.263066019,1.263066019,1.879427223,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
DP-63,0.1000166166301548,Very Low,10.096702854845196,10.096702854845196,3.731786689184781e-07,1.5845026332265193,7481.0,7481.0,7302.0,9089.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,69.72,5.34,3.88,0.4323279195668982,1639.0,989.0,V-B,0,0.2335653518948188,defer_monitor,,5.665835622,2.283088773,2.283088773,3.410671056,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Low
AO-72,0.0819788687883733,Very Low,25.708308235955386,25.708308235955386,9.654651692426604e-07,6.498488284202573,7974.0,7974.0,7977.0,7302.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Pasture and Hayland,Laurentian-Acadian Northern Hardwoods Forest,30.41,20.25,14.48,0.0,1588.0,2040.0,V-B,0,-0.0009337068160597,defer_monitor,,12.87164355,5.160951379,5.160951379,7.731182102,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Moderate
AP-42,0.2825265101238964,Low,25.56053459119496,25.56053459119496,9.33485760991254e-07,3.0471763315720075,7977.0,7977.0,9056.0,7481.0,Eastern Cool Temperate Pasture and Hayland,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,17.97,17.13,14.7,0.0832943169910595,1608.0,105.0,III-B,0,-0.0038570441219093,defer_monitor,,12.8385073,5.177741033,5.177741033,7.731329789,0,0,0,0,0,0,0,Eastern Cool Temperate Pasture and Hayland,0.0,0,Moderate
AH-54,0.1868188520366119,Very Low,86.06819913639806,86.06819913639806,2.830522080361375e-06,1.9575172843073985,7302.0,7302.0,9056.0,9120.0,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Wet Meadow,17.31,17.08,15.54,0.2388680168063482,1607.0,59.0,III-A,1,-0.0001778449636529,defer_monitor,,43.07888886,17.25957712,17.25957712,25.86601437,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
EV-64,0.1748174556799987,Very Low,26.595985081175986,26.595985081175986,1.060034301152721e-06,10.223530198648984,7481.0,7481.0,7977.0,7301.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Pasture and Hayland,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,24.99,19.29,8.4,0.18562860901166,1614.0,2040.0,V-B,0,0.0010255724254787,defer_monitor,,13.34853834,5.365651402,5.365651402,8.026613716,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Moderate
CF-62,0.3709770594772478,Low,26.03140158284401,26.03140158284401,8.996882089034306e-07,4.648133739412677,7302.0,7302.0,7292.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,25.59,23.98,13.11,0.6702976680079151,2726.0,34.0,I-C,1,-0.0895227085787964,defer_monitor,,12.81506918,5.180428823,5.180428823,7.725308942,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
DX-55,0.1277768783328134,Very Low,0.0,0.0,0.0,0.0,7481.0,7481.0,9056.0,9120.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Wet Meadow,63.96,11.67,8.9,1.0,1639.0,989.0,V-B,0,0.0169615863418103,defer_monitor,,0.0322151319,0.0322151319,0.0322151319,0.0322151319,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Very Low
AX-60,0.0926167709299839,Very Low,18.19952210274792,18.19952210274792,6.92224294072362e-07,0.5420593988973862,7302.0,7302.0,7481.0,9817.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Northern & Central Ruderal Meadow,70.91,13.13,3.5,0.7441979370442889,1588.0,2040.0,V-B,0,-0.0862084296638807,defer_monitor,,8.926297195,3.584111981,3.584111981,5.364840385,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
DS-55,0.2344756984247698,Low,13.036496350364963,13.036496350364963,3.755011077098134e-07,0.012182380010226,7481.0,7481.0,7302.0,9056.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,36.77,27.05,11.55,0.972767489940646,1637.0,105.0,III-B,0,-0.0833203654714005,defer_monitor,,6.439870357,2.610386875,2.610386875,3.886881369,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Low
CC-80,0.0429397550422189,Very Low,13.81717652390657,13.81717652390657,5.741979483410687e-07,19.578192730910207,7974.0,7974.0,7302.0,7975.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Close Grown Crop,38.28,13.72,11.15,0.0,1561.0,2040.0,V-B,0,0.0,defer_monitor,,6.919323201,2.774170244,2.774170244,4.155887896,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Low
DZ-51,0.2904373588162578,Low,78.70903747244687,78.70903747244687,2.458649348831647e-06,1.1511682191050183,7302.0,7302.0,9112.0,7366.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian Jack Pine-Red Pine Forest,Laurentian-Acadian Pine-Hemlock Forest,57.17,9.19,5.12,0.3574683769424021,1614.0,2040.0,V-B,0,-0.0968810439499364,defer_monitor,,38.47219274,15.43138753,15.43138753,23.11165594,0,0,0,0,0,0,1,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
L-38,0.1543674689321247,Very Low,174.86028214867062,174.86028214867062,5.240282458982915e-06,2.9140564213147258,7302.0,7302.0,7292.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,36.12,11.33,8.83,0.0203854789587177,2724.0,34.0,I-C,1,0.0022230620456617,defer_monitor,,87.56595715,35.04956372,35.04956372,52.5550282,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very High
BZ-64,0.4178412838351056,Moderate,32.54543577034282,32.54543577034282,1.0806420967713585e-06,4.974249214099401,7302.0,7302.0,9056.0,7239.0,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Pine-(Oak) Forest,27.55,12.39,10.87,0.3715916438142373,1569.0,154.0,III-B,0,0.0055960582346777,ecosystem_health_focus,,16.42300203,6.632052373,6.632052373,9.895702258,0,0,0,0,0,0,1,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
BL-70,0.1270455732411536,Very Low,4.952600800246227,4.952600800246227,1.880659287787029e-07,0.7673172683620856,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,54.43,20.68,10.25,0.6421394273519457,1561.0,2040.0,V-B,0,-0.0162724524275297,defer_monitor,,2.497858714,1.018122796,1.018122796,1.511368102,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
AH-50,0.1686185431345181,Very Low,34.86516314779278,34.86516314779278,1.2146491985937605e-06,0.6484739036407812,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,48.9,19.49,7.29,0.2358593628073941,2724.0,34.0,I-C,1,0.0156511270149154,defer_monitor,,17.61148587,7.070085059,7.070085059,10.58388533,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
CU-41,0.1874859325137166,Very Low,56.0951374207188,56.0951374207188,2.015919321762863e-06,0.1753175041413582,7302.0,7302.0,7481.0,7241.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,42.71,19.83,7.99,0.0661006810233757,1614.0,2040.0,V-B,0,0.0,defer_monitor,,28.09444019,11.26589897,11.26589897,16.87541271,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
